Fecha,Dia,Hora,Tipo_de_accidente,Georreferencia
2021-03-19,Viernes,21:00:00,Diverso,"25.790997, -100.23514"
2021-03-19,Viernes,23:06:00,Alcance,"25.813024, -100.243367"
2021-03-20,Sabado,09:30:00,De Frente,"25.778726, -100.187473"
2021-03-20,Sabado,11:10:00,Alcance Con Estrellamiento,"25.727111, -100.164962"
2021-03-20,Sabado,15:00:00,Lateral,"25.761052, -100.159405"
2021-03-20,Sabado,21:30:00,Alcance,"25.751226, -100.142948"
2021-03-20,Sabado,12:00:00,Crucero,"25.800933, -100.17187"
2021-03-20,Sabado,23:50:00,Alcance,"25.702874, -100.148311"
2021-03-21,Domingo,05:05:00,Alcance,"25.799373, -100.267916"
2021-03-21,Domingo,10:45:00,Alcance,"25.767041, -100.211753"
2021-03-21,Domingo,11:00:00,Alcance,"25.779573, -100.258495"
2021-03-21,Domingo,18:00:00,Alcance,"25.759288, -100.172418"
2021-03-22,Lunes,00:22:00,Alcance,"25.756417, -100.23606"
2021-03-22,Lunes,07:00:00,Alcance,"25.78034, -100.175106"
2021-03-22,Lunes,10:00:00,Lateral,"25.784929, -100.237667"
2021-03-22,Lunes,14:30:00,Lateral,"25.796451, -100.174898"
2021-03-22,Lunes,13:00:00,Alcance,"25.779568, -100.1775"
2021-03-22,Lunes,18:00:00,Alcance,"25.789964, -100.142383"
2021-03-23,Martes,12:20:00,Alcance,"25.739586, -100.15985"
2021-03-23,Martes,15:00:00,Crucero Con Proyeccion,"25.809296, -100.212207"
2021-03-23,Martes,16:00:00,De Frente,"25.819663, -100.221305"
2021-03-23,Martes,01:45:00,Alcance,"25.73738, -100.170389"
2021-03-23,Martes,03:30:00,Alcance,"25.762978, -100.183017"
2021-03-24,Miercoles,18:40:00,Alcance,"25.784465, -100.16151"
2021-03-25,Jueves,07:10:00,Alcance,"25.701377, -100.132007"
2021-03-25,Jueves,07:40:00,Alcance,"25.781999, -100.141362"
2021-03-25,Jueves,14:00:00,Alcance,"25.73963, -100.187771"
2021-03-25,Jueves,19:00:00,Alcance,"25.81395, -100.216099"
2021-03-25,Jueves,17:30:00,Alcance,"25.81976, -100.2208"
2021-03-26,Viernes,07:00:00,Alcance,"25.746187, -100.224453"
2021-03-26,Viernes,07:30:00,Lateral,"25.778031, -100.182604"
2021-03-26,Viernes,08:50:00,Diverso,"25.787836, -100.18082"
2021-03-26,Viernes,18:00:00,Lateral,"25.745119, -100.180089"
2021-03-26,Viernes,18:50:00,Lateral,"25.790001, -100.142516"
2021-03-26,Viernes,17:30:00,Lateral,"25.819663, -100.221305"
2021-03-27,Sabado,02:10:00,Alcance,"25.747713, -100.17767"
2021-03-27,Sabado,16:10:00,Alcance,"25.776673, -100.222478"
2021-03-27,Sabado,20:20:00,Alcance,"25.748197, -100.162211"
2021-03-28,Domingo,11:30:00,Lateral,"25.819721, -100.220918"
2021-03-28,Domingo,13:50:00,Alcance,"25.790644, -100.256055"
2021-03-29,Lunes,06:40:00,Alcance,"25.746187, -100.224453"
2021-03-29,Lunes,08:50:00,Lateral,"25.815786, -100.245371"
2021-03-29,Lunes,03:39:00,Alcance,"25.775015, -100.188499"
2021-03-29,Lunes,15:30:00,Diverso,"25.790293, -100.179308"
2021-03-29,Lunes,16:40:00,Alcance,"25.790106, -100.142242"
2021-03-29,Lunes,17:10:00,Lateral,"25.796926, -100.174366"
2021-03-29,Lunes,18:30:00,Alcance Con Estrellamiento,"25.782936, -100.164845"
2021-03-30,Martes,11:50:00,Alcance,"25.767005, -100.191234"
2021-03-30,Martes,04:40:00,Crucero,"25.755147, -100.162976"
2021-03-30,Martes,19:10:00,Alcance,"25.784146, -100.190831"
2021-03-31,Miercoles,12:00:00,Crucero,"25.811748, -100.250573"
2021-03-31,Miercoles,06:45:00,Lateral,"25.763792, -100.193198"
2021-03-31,Miercoles,09:00:00,Alcance,"25.757799, -100.19607"
2021-03-31,Miercoles,09:15:00,Lateral,"25.736702, -100.194294"
2021-03-31,Miercoles,08:00:00,Lateral,"25.751288, -100.143018"
2021-03-31,Miercoles,19:05:00,Lateral,"25.777613, -100.185615"
2021-04-01,Jueves,12:00:00,Alcance Con Estrellamiento,"25.764854455601693, -100.26184011047404"
2021-04-01,Jueves,21:20:00,Lateral,"25.78749968958309, -100.18482600179183"
2021-04-02,Viernes,00:26:00,Alcance,"25.753023, -100.198812"
2021-04-02,Viernes,09:00:00,Alcance,"25.767533562100873, -100.21164170311627"
2021-04-02,Viernes,17:30:00,Alcance,"25.747386478600834, -100.1740874264302"
2021-04-03,Sabado,00:20:00,Alcance Con Estrellamiento,"25.732985, -100.1731"
2021-04-03,Sabado,22:03:00,Alcance,"25.76031778688323, -100.25139094264001"
2021-04-03,Sabado,01:30:00,Alcance,"25.769348259293213, -100.20572856502021"
2021-04-03,Sabado,03:00:00,Alcance,"25.775132788947595, -100.20381476396629"
2021-04-03,Sabado,05:10:00,Lateral,"25.776209980737796, -100.18638563248007"
2021-04-03,Sabado,06:00:00,Alcance,"25.76819633712156, -100.24078093671226"
2021-04-03,Sabado,09:30:00,S/D,"25.75249, -100.157433"
2021-04-03,Sabado,14:00:00,Lateral,"25.74925609981518, -100.23735577428067"
2021-04-03,Sabado,22:30:00,Salida De Superficie De Rodamiento,"25.77706563866833, -100.14454215178812"
2021-04-03,Sabado,23:40:00,Salida De Superficie De Rodamiento,"25.766807395123074, -100.19118864988563"
2021-04-04,Domingo,19:22:00,Alcance Con Estrellamiento,"25.79343837009762, -100.19739684372978"
2021-04-04,Domingo,21:40:00,Atropello,"25.744876989723654, -100.1772860470387"
2021-04-05,Lunes,00:30:00,Salida De Superficie De Rodamiento,"25.781936584354273, -100.16843068717696"
2021-04-05,Lunes,1899-12-30 00:00:00,Diverso,"25.75120169154405, -100.23276751436528"
2021-04-05,Lunes,19:20:00,Choque Con Movil De Vehiculo,"25.76207292089111, -100.20612995390837"
2021-04-06,Martes,11:45:00,Lateral Con Proyeccion,"25.75249, -100.157433"
2021-04-07,Miercoles,13:50:00,Alcance Con Estrellamiento,"25.734863606687032, -100.20248587666103"
2021-04-07,Miercoles,21:30:00,Alcance,"25.790573, -100.192072"
2021-04-07,Miercoles,22:00:00,Alcance,"25.768443532452817, -100.24548503248032"
2021-04-08,Jueves,12:00:00,De Frente,"25.753659, -100.154075"
2021-04-08,Jueves,19:25:00,Crucero,"25.745019796917823, -100.1764699319528"
2021-04-09,Viernes,04:30:00,Alcance,"25.78458358153639, -100.26474543195187"
2021-04-09,Viernes,23:29:00,Alcance,"25.744485939226095, -100.20331920311676"
2021-04-09,Viernes,12:00:00,Atropello,"25.753692, -100.152086"
2021-04-11,Sabado,01:25:00,De Frente,"25.729146347230248, -100.15671215893713"
2021-04-11,Domingo,05:15:00,Alcance,"25.769157421488455, -100.25357997295623"
2021-04-15,Jueves,17:30:00,De Reversa,"25.767959514096713, -100.19863513682316"
2021-04-15,Jueves,17:20:00,Lateral,"25.780137299463505, -100.17506618927378"
2021-04-17,Sabado,12:30:00,Alcance,"25.779571165578055, -100.17727819623599"
2021-04-17,Sabado,11:42:00,Lateral,"25.736424387548915, -100.20744950232893"
2021-04-17,Sabado,14:10:00,Diverso,"25.79900736333287, -100.24039764292954"
2021-04-17,Sabado,14:00:00,Crucero,"25.814616798227327, -100.24454637295527"
2021-04-17,Sabado,16:50:00,Crucero,"25.765398140994975, -100.25721346078831"
2021-04-18,Domingo,01:30:00,Alcance,"25.745019796917823, -100.1764162877728"
2021-04-18,Domingo,02:00:00,Alcance,"25.80585, -100.22424"
2021-04-18,Domingo,13:20:00,Estrellamiento Con Volcadura,"25.83064, -100.24497"
2021-04-18,Domingo,13:40:00,Diverso,"25.74429790473488, -100.1546672030815"
2021-04-18,Domingo,16:30:00,Lateral,"25.748745272536162, -100.2010951742807"
2021-04-19,Lunes,21:00:00,Alcance,"25.705854, -100.120189"
2021-04-20,Martes,05:20:00,Lateral,"25.776823247726284, -100.18613557428006"
2021-04-21,Miercoles,12:00:00,De Frente Con Proyeccion,"25.78720779068024, -100.15926833388124"
2021-04-21,Miercoles,13:00:00,Crucero,"25.7326092566134, -100.18931042269304"
2021-04-21,Miercoles,11:20:00,Alcance,"25.796954156924713, -100.2529175300996"
2021-04-21,Miercoles,14:30:00,Lateral,"25.798034812633155, -100.2019826877716"
2021-04-21,Miercoles,16:00:00,Alcance,"25.774007782634886, -100.25994510311614"
2021-04-21,Miercoles,20:40:00,Crucero,"25.78009755963595, -100.18634681343201"
2021-04-22,Jueves,12:30:00,De Frente,"25.791071, -100.18107"
2021-04-22,Jueves,15:30:00,Alcance,"25.788663, -100.225266"
2021-04-23,Viernes,22:40:00,Lateral,"25.7381, -100.19206"
2021-04-24,Sabado,11:30:00,Diverso,"25.771533427698557, -100.24632213818961"
2021-04-24,Sabado,05:50:00,De Frente,"25.730890138321797, -100.14308046538049"
2021-04-24,Sabado,14:50:00,De Frente,"25.701868604206425, -100.13133394629713"
2021-04-24,Sabado,21:20:00,Alcance,"25.807216450480514, -100.24952824268173"
2021-04-24,Sabado,23:00:00,Alcance,"25.779896623936455, -100.17713200392886"
2021-04-24,Sabado,03:40:00,Estrellamiento Con Huida,"25.74797779252005, -100.15198953265983"
2021-04-24,Sabado,04:35:00,Alcance,"25.779407919752188, -100.26584079954621"
2021-04-24,Sabado,10:39:00,Crucero,"25.784820317505208, -100.18884923816748"
2021-04-25,Domingo,14:30:00,Alcance,"25.810990142773388, -100.2163111334649"
2021-04-25,Domingo,11:30:00,Alcance,"25.715305691340546, -100.14552461198335"
2021-04-25,Domingo,22:45:00,Lateral Con Proyeccion,"25.80299767512076, -100.22424608367162"
2021-04-26,Lunes,08:00:00,Alcance,"25.787744866455874, -100.18013883063365"
2021-04-26,Lunes,09:15:00,Choque Con Movil De Vehiculo,"25.74638136135039, -100.17654523028668"
2021-04-26,Lunes,13:00:00,De Reversa,"25.780358406720495, -100.18694731543502"
2021-04-26,Lunes,18:35:00,Lateral,"25.778872196772614, -100.10806457863836"
2021-04-27,Martes,12:00:00,Lateral,"25.736549873483234, -100.17293945838317"
2021-04-27,Martes,14:50:00,Alcance,"25.785733533016256, -100.2373479767958"
2021-04-27,Martes,15:00:00,De Reversa,"25.793073351820045, -100.2321798688381"
2021-04-27,Martes,14:46:00,Lateral,"25.746147086635137, -100.20366272234212"
2021-04-27,Martes,13:00:00,Crucero,"25.781709766321814, -100.18789284456265"
2021-04-27,Martes,15:20:00,Lateral,"25.790010717504167, -100.1689695420448"
2021-04-27,Martes,16:00:00,Lateral,"25.805374862463687, -100.09792710038647"
2021-04-27,Martes,15:50:00,Lateral,"25.78897449412992, -100.14534336038494"
2021-04-27,Martes,19:00:00,Crucero,"25.81550219555197, -100.22423379592307"
2021-04-27,Martes,19:45:00,Alcance,"25.72386017852756, -100.17570736895433"
2021-04-28,Miercoles,03:20:00,Alcance,"25.759693587673212, -100.2459006880725"
2021-04-28,Miercoles,08:25:00,Alcance,"25.77745545287479, -100.22673702922195"
2021-04-28,Miercoles,02:00:00,Lateral,"25.743408064990604, -100.15931456097722"
2021-04-29,Jueves,07:25:00,Alcance,"25.832015132573638, -100.24146714137488"
2021-04-29,Jueves,08:30:00,Alcance,"25.776336528101428, -100.18886657681217"
2021-04-29,Jueves,19:00:00,Alcance,"25.756776434132306, -100.15919386533793"
2021-04-29,Jueves,18:40:00,Alcance,"25.75409970970266, -100.16402189712188"
2021-04-29,Jueves,21:30:00,Crucero,"25.738608599246064, -100.14998618920337"
2021-04-30,Viernes,05:50:00,Lateral,"25.742529798191423, -100.15886946097798"
2021-04-30,Viernes,09:50:00,Alcance,"25.705697922985504, -100.16242330416333"
2021-04-30,Viernes,16:20:00,Alcance,"25.767028500744882, -100.19149443697246"
2021-04-30,Viernes,17:00:00,Alcance,"25.758602830562513, -100.17899390177412"
2021-04-30,Viernes,19:00:00,Alcance,"25.770157001462884, -100.18946139461355"
2021-04-30,Viernes,19:00:00,Alcance,"25.77386334849089, -100.25485710750165"
2021-04-30,Viernes,20:00:00,Alcance,"25.730593021844108, -100.1630928852808"
2021-05-01,Sabado,18:00:00,Lateral,"25.752352, -100.171294"
2021-05-02,Domingo,12:20:00,Estrellamiento Con Huida,"25.763477, -100.171997"
2021-05-02,Domingo,00:25:00,De Frente Con Proyeccion,"25.737878, -100.161385"
2021-05-02,Domingo,01:30:00,Alcance,"25.753348, -100.169323"
2021-05-02,Domingo,23:40:00,Alcance,"25.737889, -100.155447"
2021-05-03,Lunes,04:35:00,Alcance Con Estrellamiento,"25.838009, -100.139898"
2021-05-03,Lunes,14:50:00,Lateral Con Huida,"25.758676, -100.171981"
2021-05-03,Lunes,20:00:00,Lateral,"25.830606, -100.245048"
2021-05-03,Lunes,20:00:00,Lateral,"25.786537, -100.182093"
2021-05-04,Martes,15:00:00,Lateral,"25.760909, -100.251344"
2021-05-05,Miercoles,02:31:00,Alcance Con Estrellamiento,"25.73369, -100.198496"
2021-05-05,Miercoles,06:40:00,Alcance Con Estrellamiento,"25.730093, -100.147703"
2021-05-05,Miercoles,08:20:00,Lateral,"25.76098, -100.173091"
2021-05-05,Miercoles,13:40:00,Alcance,"25.748075, -100.239196"
2021-05-05,Miercoles,13:50:00,Alcance,"25.772526, -100.260804"
2021-05-05,Miercoles,18:35:00,Alcance,"25.776698, -100.186157"
2021-05-05,Miercoles,18:30:00,Alcance,"25.781049, -100.197796"
2021-05-05,Miercoles,20:06:00,Lateral,"25.757712, -100.195818"
2021-05-05,Miercoles,21:30:00,Alcance Con Estrellamiento,"25.811873, -100.242566"
2021-05-06,Jueves,03:58:00,Estrellamiento Con Huida,"25.739087, -100.187131"
2021-05-06,Jueves,14:21:00,Crucero,"25.7593, -100.169019"
2021-05-06,Jueves,18:07:00,Crucero,"25.738296, -100.171137"
2021-05-06,Jueves,12:00:00,Atropello,"25.805406, -100.214215"
2021-05-06,Jueves,22:20:00,Lateral,"25.757308, -100.240245"
2021-05-07,Viernes,00:35:00,Alcance Con Estrellamiento,"25.750249, -100.174514"
2021-05-07,Viernes,00:30:00,Alcance Con Estrellamiento,"25.749978, -100.174816"
2021-05-07,Viernes,06:00:00,Alcance Con Estrellamiento,"25.736806, -100.207251"
2021-05-07,Viernes,08:30:00,Alcance,"25.783817, -100.224615"
2021-05-07,Viernes,10:00:00,De Frente,"25.779005, -100.239365"
2021-05-07,Viernes,23:30:00,Lateral,"25.705066, -100.158146"
2021-05-08,Sabado,05:40:00,Alcance Con Huida,"25.707969, -100.158289"
2021-05-08,Sabado,19:40:00,Crucero,"25.768782, -100.252178"
2021-05-09,Domingo,00:20:00,Alcance,"25.767852, -100.166444"
2021-05-09,Domingo,07:20:00,Frente,"25.752652, -100.148394"
2021-05-09,Domingo,13:00:00,Alcance Con Estrellamiento,"25.819695, -100.221026"
2021-05-09,Domingo,15:20:00,Alcance,"25.803394, -100.207475"
2021-05-09,Domingo,20:30:00,Alcance Con Estrellamiento,"25.77795, -100.213603"
2021-05-10,Lunes,06:00:00,Alcance Con Estrellamiento,"25.721845, -100.172266"
2021-05-14,Viernes,23:00:00,De Reversa,"25.766767, -100.191021"
2021-05-14,Viernes,02:45:00,Lateral,"25.751293, -100.1431"
2021-05-15,Sabado,09:40:00,Alcance Con Estrellamiento,"25.785404, -100.190475"
2021-07-01,Jueves,1899-12-30 00:00:00,Salida De Superficie De Rodamiento,"25.74102, -100.158808"
2021-05-15,Sabado,04:10:00,Diverso,"25.776065, -100.186954"
2021-07-01,Jueves,01:30:00,Lateral,"25.770765, -100.266727"
2021-05-16,Domingo,03:45:00,Estrellamiento Con Huida,"25.755989, -100.21555"
2021-07-01,Jueves,01:50:00,Alcance Con Estrellamiento,"25.77451, -100.193782"
2021-04-16,Domingo,10:00:00,Crucero,"25.779409, -100.190113"
2021-07-01,Jueves,17:10:00,Alcance Con Huida,"25.714252, -100.167143"
2021-05-17,Lunes,06:00:00,Lateral,"25.775607, -100.186058"
2021-07-01,Jueves,16:00:00,Diverso De Reversa,"25.752214, -100.172548"
2021-05-17,Lunes,13:50:00,Estrellamiento Con Volcadura,"25.802686, -100.237034"
2021-07-02,Viernes,07:00:00,Lateral,"25.771133, -100.263491"
2021-05-17,Lunes,20:30:00,Alcance Con Estrellamiento,"25.739956, -100.205868"
2021-07-02,Viernes,11:15:00,Movil De Vehiculo,"25.825615, -100.227452"
2021-05-18,Martes,08:40:00,Alcance,"25.790644, -100.248864"
2021-07-02,Viernes,20:40:00,Alcance,"25.748442, -100.201393"
2021-05-18,Martes,21:20:00,Lateral,"25.784503, -100.239151"
2021-07-02,Viernes,22:00:00,De Reversa,"25.767148, -100.248684"
2021-05-19,Miercoles,12:00:00,Alcance Con Estrellamiento,"25.819897, -100.220808"
2021-07-03,Sabado,11:40:00,Alcance Con Estrellamiento,"25.76197, -100.161532"
2021-05-20,Jueves,20:05:00,Alcance,"25.779615, -100.174961"
2021-07-03,Sabado,00:01:00,Alcance,"25.714227, -100.167184"
2021-05-21,Viernes,13:00:00,Lateral,"25.775614, -100.186121"
2021-07-04,Domingo,03:15:00,Alcance Con Estrellamiento,"25.738772, -100.142216"
2021-05-21,Viernes,13:15:00,Alcance,"25.747922, -100.201384"
2021-07-04,Domingo,18:00:00,Alcance Con Estrellamiento,"25.762085, -100.20705"
2021-05-21,Viernes,17:00:00,Lateral,"25.766782, -100.191254"
2021-07-04,Domingo,02:15:00,Alcance Con Estrellamiento,"25.769191, -100.166495"
2021-05-21,Viernes,22:00:00,Alcance Con Huida,"25.777952, -100.213594"
2021-07-05,Lunes,18:00:00,Alcance Con Estrellamiento,"25.744719, -100.220953"
2021-05-21,Viernes,14:50:00,Alcance,"25.779537, -100.177557"
2021-07-06,Martes,18:20:00,Alcance,"25.782461, -100.250684"
2021-05-22,Sabado,03:00:00,Alcance Con Estrellamiento,"25.809073, -100.211712"
2021-07-07,Miercoles,09:30:00,Lateral,"25.702849, -100.148272"
2021-05-22,Sabado,03:05:00,De Reversa Con Huida,"25.806662, -100.220846"
2021-07-07,Miercoles,21:07:00,Crucero,"25.702842, -100.148282"
2021-05-21,Viernes,23:30:00,Diverso,"25.793363, -100.198364"
2021-07-08,Jueves,11:00:00,Crucero Con Huida,"25.736872, -100.207714"
2021-05-22,Sabado,03:40:00,Alcance Con Estrellamiento,"25.784078, -100.240779"
2021-07-09,Viernes,01:20:00,Alcance Con Estrellamiento,"25.742453, -100.216928"
2021-05-22,Sabado,14:00:00,Atropello,"25.753182, -100.169465"
2021-07-09,Viernes,16:30:00,Diverso De Reversa,"25.698759, -100.120663"
2021-05-22,Sabado,13:30:00,Alcance,"25.784022, -100.232844"
2021-07-09,Viernes,18:40:00,Lateral,"25.791899, -100.178084"
2021-05-22,Sabado,23:45:00,Atropello,"25.734431, -100.17403"
2021-07-09,Viernes,17:20:00,Divreso,"25.785984, -100.134755"
2021-05-23,Domingo,00:20:00,Alcance Con Estrellamiento,"25.812881, -100.222714"
2021-07-10,Sabado,09:15:00,Alcance,"25.782509, -100.266292"
2021-05-23,Domingo,03:30:00,Estrellamiento Con Huida,"25.727449, -100.177382"
2021-07-10,Sabado,22:15:00,Alcance Con Estrellamiento,"25.784218, -100.238103"
2021-05-23,Domingo,12:00:00,Alcance Con Estrellamiento,"25.747508, -100.177818"
2021-07-11,Domingo,00:22:00,Crucero,"25.737901, -100.155429"
2021-05-23,Domingo,03:15:00,Alcance Con Estrellamiento,"25.747997, -100.201422"
2021-07-11,Domingo,23:15:00,Alcance,"25.702818, -100.148287"
2021-05-23,Domingo,08:30:00,Alcance Con Estrellamiento,"25.718472, -100.168531"
2021-07-12,Lunes,23:30:00,Crucero,"25.798317, -100.2501"
2021-05-23,Domingo,17:30:00,Crucero,"25.762681, -100.238599"
2021-07-13,Martes,15:25:00,Alcance Con Estrellamiento,"25.75126, -100.142868"
2021-05-24,Lunes,00:20:00,Alcance,"25.805946, -100.224136"
2021-07-14,Miercoles,15:40:00,Salida De Superficie De Rodamiento,"25.751814, -100.232913"
2021-05-23,Domingo,23:30:00,De Reversa,"25.734402, -100.174002"
2021-07-15,Jueves,01:00:00,Alcance Con Estrellamiento,"25.793124, -100.261419"
2021-05-25,Martes,08:15:00,Crucero,"25.813381, -100.262208"
2021-07-15,Jueves,15:00:00,Alcance Con Estrellamiento,"25.776661, -100.186167"
2021-05-25,Martes,09:45:00,Crucero Con Proyeccion,"25.777512, -100.187822"
2021-07-16,Viernes,00:50:00,Alcance Con Estrellamiento,"25.736482, -100.157391"
2021-05-25,Martes,16:00:00,Alcance,"25.770803, -100.266752"
2021-07-16,Viernes,02:40:00,Alcance Con Estrellamiento,"25.744875, -100.17667"
2021-05-26,Miercoles,21:00:00,Alcance,"25.747498, -100.177807"
2021-07-16,Viernes,12:00:00,Diverso Derrapamiento,"25.744339, -100.203429"
2021-05-26,Miercoles,05:45:00,Alcance,"25.736743, -100.194337"
2021-07-16,Viernes,10:00:00,Lateral,"25.769781, -100.249146"
2021-05-26,Miercoles,07:05:00,Alcance,"25.781971, -100.16868"
2021-07-17,Sabado,10:30:00,Lateral,"25.767089, -100.191586"
2021-05-26,Miercoles,08:00:00,Lateral,"25.798302, -100.156968"
2021-07-17,Sabado,15:35:00,Lateral,"25.772262, -100.192394"
2021-05-26,Miercoles,22:35:00,Crucero,"25.78544, -100.190434"
2021-07-18,Domingo,05:00:00,Salida De Superficie De Rodamiento,"25.710973, -100.158141"
2021-05-27,Jueves,19:30:00,Lateral,"25.822561, -100.231"
2021-07-18,Domingo,10:10:00,Atropello,"25.75964, -100.167273"
2021-05-27,Jueves,21:10:00,Crucero,"25.784714, -100.240555"
2021-07-19,Lunes,18:50:00,Alcance,"25.816419, -100.152484"
2021-05-28,Viernes,04:00:00,Estrellamiento Multiple,"25.78875, -100.264525"
2021-07-22,Jueves,18:00:00,Choque Con Movil De Vehiculo,"25.784676, -100.248914"
2021-05-27,Jueves,19:45:00,Alcance,"25.784278, -100.239285"
2021-07-25,Domingo,18:30:00,Alcance Con Estrellamiento,"25.783429, -100.144807"
2021-05-28,Viernes,05:40:00,Alcance,"25.77073, -100.240635"
2021-07-26,Lunes,08:15:00,Alcance,"25.764738, -100.20301"
2021-05-28,Viernes,09:55:00,Lateral,"25.744031, -100.191185"
2021-07-27,Martes,14:30:00,Crucero,"25.756138, -100.157581"
2021-05-28,Viernes,14:00:00,Alcance,"25.745752, -100.160955"
2021-07-27,Martes,06:45:00,Lateral Con Huida,"25.722293, -100.139498"
2021-05-28,Viernes,13:15:00,Crucero,"25.75977, -100.155399"
2021-07-31,Sabado,22:05:00,Crucero,"25.784218, -100.238104"
2021-05-28,Viernes,22:40:00,Lateral,"25.777625, -100.185636"
2021-07-31,Sabado,12:00:00,Alcance Con Estrellamiento,"25.823145, -100.244293"
2021-05-29,Sabado,09:10:00,Alcance,"25.813776, -100.152709"
2021-08-01,Domingo,05:50:00,Alcance Con Estrellamiento,"25.711955, -100.152463"
2021-05-29,Sabado,10:05:00,Crucero,"25.721509, -100.166977"
2021-08-01,Domingo,05:36:00,Alcance Con Estrellamiento,"25.816503, -100.152838"
2021-05-30,Domingo,10:30:00,Estrellamiento Con Huida,"25.741521, -100.159097"
2021-08-01,Domingo,10:35:00,Alcance Con Estrellamiento,"25.775311, -100.258617"
2021-05-30,Domingo,15:00:00,Alcance Con Estrellamiento,"25.744345, -100.203445"
2021-08-03,Martes,02:40:00,Alcance Con Estrellamiento,"25.830456, -100.240609"
2021-05-30,Domingo,19:00:00,Crucero,"25.766972, -100.191478"
2021-08-05,Jueves,00:25:00,Alcance Con Estrellamiento,"25.740558, -100.219677"
2021-05-30,Domingo,19:50:00,De Frente,"25.745884, -100.161059"
