Fecha,Dia,Hora,Tipo_de_accidente,Georreferencia
2022-08-17,Miercoles,01:20:00,Crucero,"25.778059, -100.182583"
2022-08-18,Jueves,22:15:00,Estrellamiento Con Huida,"25.785434, -100.188356"
2022-08-21,Domingo,02:00:00,Estrellamiento,"25.708666, -100.163232"
2022-08-21,Domingo,12:45:00,Crucero,"25.776776, -100.250701"
2022-08-23,Martes,13:10:00,Lateral Con Proyeccion,"25.736783, -100.207962"
2022-08-24,Miercoles,09:15:00,Estrellamiento,"25.778701, -100.187487"
2022-08-24,Miercoles,11:00:00,Estrellamiento Con Volcadura,"25.763793, -100.193226"
2022-08-25,Jueves,16:20:00,Lateral Con Proyeccion,"25.714029, -100.151612"
2022-08-26,Viernes,07:40:00,Atropello Con Estrellamiento,"25.782505, -100.250897"
2022-08-26,Viernes,12:10:00,Lateral Con Huida,"25.786619, -100.152808"
2022-08-26,Viernes,14:15:00,Estrellamiento,"25.726122, -100.155426"
2022-08-27,Sabado,06:25:00,Estrellamiento,"25.783801, -100.224748"
2022-08-27,Sabado,23:44:00,Estrellamiento,"25.691506, -100.119103"
2022-08-27,Sabado,00:30:00,Lateral,"25.717673, -100.177"
2022-08-29,Lunes,22:30:00,Estrellamiento,"25.78907, -100.182749"
2022-08-30,Martes,19:20:00,Crucero,"25.747416, -100.177842"
2022-08-31,Miercoles,02:20:00,Diverso  Incendiado,"25.798385, -100.238954"
2022-08-31,Miercoles,14:10:00,Estrellamiento,"25.753323, -100.169324"
2022-09-01,Jueves,04:05:00,Lateral Con Precaucion,"25.783859, -100.224712"
2022-09-03,Sabado,16:34:00,Lateral,"25.773408, -100.20157"
2022-09-03,Sabado,22:25:00,Atropello,"25.784222, -100.250192"
2022-09-05,Lunes,01:40:00,Estrellamiento,"25.780633, -100.175473"
2022-09-05,Lunes,15:03:00,Lateral Con Huida,"25.778508, -100.244223"
2022-09-06,Martes,07:15:00,Alcance,"25.767323, -100.198263"
2022-09-06,Martes,14:50:00,Lateral Con Huida,"25.805901, -100.228784"
2022-09-06,Martes,19:01:00,Diverso,"25.775995, -100.207559"
2022-09-06,Martes,22:15:00,Alcance,"25.773949, -100.263954"
2022-09-07,Miercoles,08:30:00,Crucero,"25.756431, -100.181234"
2022-09-07,Miercoles,22:00:00,Crucero,"25.81448, -100.24509"
2022-09-09,Viernes,21:56:00,Lateral,"25.779949, -100.187128"
2022-09-09,Viernes,23:05:00,Estrellamiento,"25.776772, -100.210067"
2022-09-10,Sabado,12:00:00,Crucero,"25.778053, -100.255871"
2022-09-10,Sabado,14:30:00,Volcadura,"25.769817, -100.249174"
2022-09-10,Sabado,21:30:00,Estrellamiento,"25.73791, -100.155178"
2022-09-11,Domingo,22:30:00,Estrellamiento,"25.767375, -100.241955"
2022-09-12,Lunes,05:15:00,Diverso,"25.828382, -100.223266"
2022-09-12,Lunes,13:00:00,Atropello,"25.760255, -100.164075"
2022-09-12,Lunes,19:40:00,Lateral,"25.76781, -100.260534"
2022-09-13,Martes,12:00:00,Crucero,"25.777863, -100.189166"
2022-09-14,Miercoles,02:00:00,Crucero,"25.770559, -100.167668"
2022-09-14,Miercoles,21:30:00,Estrellamiento Con Proyeccion,"25.771575, -100.25237"
2022-09-15,Jueves,01:30:00,Estrellamiento Con Huida,"25.822351, -100.238906"
2022-09-15,Jueves,02:23:00,Estrellamiento,"25.81463, -100.154908"
2022-09-15,Jueves,16:30:00,Lateral Con Huida,"25.780396, -100.175166"
2022-09-15,Jueves,00:25:00,Atrpello,"25.759838, -100.136858"
2022-09-15,Jueves,23:23:00,De Frente Con Huida,"25.757278, -100.144409"
2022-09-16,Viernes,06:20:00,Alcance,"25.790326, -100.191786"
2022-09-17,Sabado,02:36:00,Alcance Con Precaucion,"25.737948, -100.133261"
2022-09-17,Sabado,01:34:00,De Frente,"25.841106, -100.136568"
2022-09-17,Sabado,21:23:00,De Frente Con Huida,"25.838912, -100.137824"
2022-09-18,Domingo,02:20:00,Lateral,"25.784125, -100.237939"
2022-09-18,Domingo,20:15:00,Estrellamiento,"25.796068, -100.223862"
2022-09-19,Lunes,07:17:00,Alcance,"25.784164, -100.23287"
2022-09-19,Lunes,15:30:00,Estrellameinto,"25.768689, -100.261457"
2022-09-19,Lunes,16:40:00,Crucero,"25.769817, -100.247595"
2022-09-21,Miercoles,12:00:00,Crucero,"25.768234, -100.254596"
2022-09-22,Jueves,12:17:00,Alcance Con Proyeccion,"25.822626, -100.230348"
2022-09-22,Jueves,09:51:00,Estreñamiento,"25.78015, -100.250017"
2022-09-22,Jueves,12:27:00,Alcance,"25.784167, -100.232827"
2022-09-22,Jueves,14:00:00,Estrellamiento,"25.80334, -100.155396"
2022-09-23,Viernes,19:00:00,Estrellamiento Con Huida,"25.742364, -100.160231"
2022-09-23,Viernes,22:00:00,Diverso,"25.710397, -100.162602"
2022-09-24,Sabado,00:50:00,Alcance,"25.730491, -100.163146"
2022-09-24,Sabado,03:00:00,Lateral Con Proyeccion,"25.833487, -100.256383"
2022-09-24,Sabado,21:00:00,Alcance,"25.748019, -100.201609"
2022-09-24,Sabado,21:00:00,Crucero,"25.783443, -100.188132"
2022-09-25,Domingo,22:00:00,Estrellamiento,"25.760981, -100.13996"
2022-09-25,Domingo,10:25:00,Estrellameinto,"25.797706, -100.173527"
2022-09-26,Lunes,07:20:00,Alcance Con Proyeccion Y Huida,"25.781087, -100.173266"
2022-09-26,Lunes,10:00:00,Estrellamiento,"25.786891, -100.151777"
2022-09-26,Lunes,17:00:00,Alcance,"25.714217, -100.166962"
2022-09-26,Lunes,22:20:00,Alcance,"25.784672, -100.264798"
2022-09-27,Martes,19:10:00,Alcance Con Proyeccion,"25.787778, -100.180448"
2022-09-29,Jueves,22:00:00,De Frente,"25.79383, -100.229453"
2022-09-30,Viernes,00:10:00,Alcance,"25.776952, -100.2419"
2022-09-30,Viernes,11:50:00,Atropello Con Huida,"25.784126, -100.237884"
2022-09-30,Viernes,22:00:00,Salida De Superficie  De Arrodamiento,"25.802807, -100.248954"
2021-01-01,Viernes,20:21:00,Lateral Con Huida,"25.744875, -100.176427"
2021-01-01,Viernes,21:35:00,Alcance,"25.82987, -100.231646"
2021-01-01,Viernes,22:30:00,Atropello,"25.784031, -100.237909"
2021-01-02,Sabado,13:50:00,Alcance,"25.767146, -100.191616"
2021-01-02,Sabado,12:05:00,Alcance,"25.762121, -100.20722"
2021-01-02,Sabado,15:30:00,Diverso (Caida En Alcantarilla),"25.815156, -100.243023"
2021-01-02,Sabado,14:20:00,Alcance,"25.770954, -100.266771"
2021-01-02,Sabado,20:05:00,Alcance Con Estrellamiento,"25.791363, -100.232363"
2021-01-02,Sabado,21:00:00,Alcance Con Estrellamiento,"25.755905, -100.131461"
2021-01-03,Domingo,06:15:00,Alcance Con Estrellamiento,"25.80078, -100.266253"
2021-01-03,Domingo,06:00:00,Alcance Con Estrellamiento,"25.763528, -100.242577"
2021-01-03,Domingo,17:30:00,Alcance,"25.792106, -100.183895"
2021-01-03,Domingo,18:30:00,Crucero,"25.815723, -100.245222"
2021-01-03,Domingo,22:25:00,Alcance,"25.785001, -100.26655"
2021-01-04,Lunes,16:00:00,Alcance Con Estrellamiento,"25.747363, -100.201972"
2021-01-04,Lunes,20:15:00,De Frente,"25.769714, -100.261254"
2021-01-04,Lunes,13:02:00,Alcance,"25.775655, -100.186087"
2021-01-05,Martes,00:40:00,Estrellamiento Con Volcadura,"25.748108, -100.228165"
2021-01-05,Martes,00:30:00,Estrellamiento Con Volcadura,"25.779982, -100.175138"
2021-01-05,Martes,00:05:00,Lateral,"25.795187, -100.25786"
2021-01-05,Martes,02:30:00,Alcance Con Estrellamiento,"25.770505, -100.265144"
2021-01-05,Martes,10:50:00,Alcance,"25.765341, -100.23745"
2021-01-05,Martes,12:20:00,De Frente,"25.730327, -100.162918"
2021-01-05,Martes,17:30:00,Alcance Con Estrellamiento,"25.730327, -100.162918"
2021-01-05,Martes,22:30:00,Diverso Caida En Registro,"25.8307, -100.244998"
2021-01-06,Miercoles,13:40:00,Lateral,"25.738788, -100.189645"
2021-01-07,Jueves,23:15:00,Lateral,"25.746455, -100.169518"
2021-01-07,Jueves,06:30:00,Lateral,"25.701612, -100.13159"
2021-01-08,Viernes,04:10:00,Volcadura,"25.780338, -100.175106"
2021-01-08,Viernes,15:20:00,Alcance,"25.744309, -100.203392"
2021-01-08,Viernes,19:00:00,De Frente,"25.728728, -100.083212"
2021-01-08,Viernes,20:20:00,Alcance Con Estrellamiento,"25.743759, -100.187323"
2021-01-08,Viernes,15:00:00,Diverso,"25.779535, -100.187948"
2021-01-09,Sabado,12:00:00,Alcance,"25.768096, -100.198421"
2021-01-09,Sabado,11:45:00,Alcance,"25.797702, -100.202122"
2021-01-09,Sabado,12:50:00,De Frente,"25.706228, -100.133987"
2021-01-09,Sabado,16:01:00,Lateral,"25.714247, -100.16725"
2021-01-09,Sabado,17:40:00,Alcance,"25.77759, -100.231777"
2021-01-09,Sabado,08:20:00,Alcance,"25.784367, -100.160826"
2021-01-10,Domingo,11:20:00,De Frente,"25.769231, -100.255797"
2021-01-10,Domingo,17:40:00,Alcance,"25.743714, -100.219202"
2021-01-10,Domingo,23:30:00,Alcance,"25.736261, -100.174333"
2021-01-11,Lunes,12:00:00,Alcance Con Estrellamiento,"25.787274, -100.185496"
2021-01-11,Lunes,15:30:00,Lateral,"25.797684, -100.173532"
2021-01-11,Lunes,18:00:00,Alcance,"25.737892, -100.155448"
2021-01-11,Lunes,17:50:00,Alcance,"25.827642, -100.227841"
2021-01-11,Lunes,14:20:00,Crucero,"25.768807, -100.248171"
2021-01-12,Martes,01:50:00,Crucero,"25.784867, -100.24054"
2021-01-12,Martes,06:58:00,Alcance,"25.75871, -100.171885"
2021-01-12,Martes,13:30:00,Alcance,"25.783925, -100.224764"
2021-01-12,Martes,18:08:00,Alcance Con Estrellamiento,"25.799236, -100.256571"
2021-01-12,Martes,22:20:00,Alcance,"25.763884, -100.171916"
2021-01-13,Miercoles,06:45:00,Alcance,"25.780307, -100.175074"
2021-01-13,Miercoles,10:05:00,Alcance,"25.762106, -100.207014"
2021-01-13,Miercoles,12:15:00,Alcance,"25.773206, -100.239722"
2021-01-13,Miercoles,12:00:00,Alcance Con Estrellamiento,"25.789132, -100.145187"
2021-01-13,Miercoles,18:30:00,Lateral,"25.745118, -100.176849"
2021-01-13,Miercoles,19:30:00,Lateral,"25.791401, -100.263469"
2021-01-13,Miercoles,11:40:00,Crucero,"25.746629, -100.19176"
2021-01-15,Viernes,12:15:00,Diverso,"25.785375, -100.190425"
2021-01-15,Viernes,13:10:00,Crucero,"25.777503, -100.184461"
2021-01-15,Viernes,19:20:00,Crucero,"25.755131, -100.162959"
2021-01-15,Viernes,21:15:00,Lateral,"25.754009, -100.152376"
2021-01-15,Viernes,14:15:00,Crucero,"25.772693, -100.16877"
2021-01-15,Viernes,19:40:00,Crucero,"25.776567, -100.171439"
2021-01-16,Sabado,02:00:00,Alcance Con Estrellamiento,"25.792044, -100.2635"
2021-01-15,Viernes,21:30:00,Alcance Con Estrellamiento,"25.783146, -100.165353"
2021-01-16,Sabado,18:20:00,Crucero Con Proyeccion,"25.786166, -100.236317"
2021-01-16,Sabado,18:10:00,Alcance Con Estrellamiento,"25.749479, -100.163153"
2021-01-16,Sabado,22:30:00,De Reversa,"25.701574, -100.131574"
2021-01-17,Domingo,15:40:00,Alcance,"25.750882, -100.229712"
2021-01-17,Domingo,18:00:00,Estrellamiento Con Huida,"25.777361, -100.226596"
2021-01-17,Domingo,12:00:00,Alcance,"25.772396, -100.240134"
2021-01-17,Domingo,21:00:00,Lateral,"25.784517, -100.25896"
2021-01-18,Lunes,12:00:00,Alcance Con Estrellamiento,"25.77643, -100.185949"
2021-01-19,Martes,11:12:00,Lateral,"25.827658, -100.22784"
2021-01-19,Martes,16:50:00,Lateral,"25.780355, -100.175188"
2021-01-19,Martes,10:00:00,Alcance,"25.779558, -100.17765"
2021-01-20,Miercoles,01:00:00,Alcance Con Estrellamiento,"25.811596, -100.250402"
2021-01-20,Miercoles,06:23:00,Lateral,"25.780555, -100.124301"
2021-01-20,Miercoles,14:30:00,Crucero,"25.77655, -100.18353"
2021-01-21,Jueves,07:00:00,Lateral,"25.796109, -100.223742"
2021-01-21,Jueves,07:44:00,Lateral,"25.776257, -100.17183"
2021-01-21,Jueves,16:00:00,Crucero,"25.778055, -100.255895"
2021-01-21,Jueves,16:00:00,Crucero,"25.736496, -100.188911"
2021-01-21,Jueves,18:00:00,Lateral,"25.753192, -100.198618"
2021-01-21,Jueves,20:30:00,Crucero,"25.770207, -100.262553"
2021-01-22,Viernes,11:10:00,Atropello,"25.798018, -100.225321"
2021-01-22,Viernes,12:00:00,Lateral,"25.829605, -100.231675"
2021-01-22,Viernes,14:00:00,Alcance Con Estrellamiento,"25.741548, -100.159043"
2021-01-22,Viernes,16:20:00,Alcance,"25.781979, -100.168667"
2021-01-22,Viernes,18:00:00,Alcance,"25.762033, -100.206986"
2021-01-22,Viernes,18:30:00,Lateral,"25.779858, -100.175115"
2021-01-22,Viernes,13:15:00,Crucero,"25.778916, -100.183154"
2021-01-22,Viernes,00:10:00,Lateral,"25.81172, -100.219625"
2021-01-23,Sabado,05:40:00,Alcance Con Estrellamiento,"25.741389, -100.186019"
2021-01-23,Sabado,11:45:00,Lateral Con Huida,"25.777134, -100.184176"
2021-01-23,Sabado,17:30:00,Crucero,"25.712986, -100.15846"
2021-01-23,Sabado,19:20:00,Alcance Con Estrellamiento,"25.820089, -100.22108"
2021-01-23,Sabado,23:45:00,De Reversa,"25.797554, -100.241523"
2021-01-24,Domingo,01:30:00,Alcance Con Estrellamiento,"25.767359, -100.241896"
2021-01-23,Domingo,01:27:00,Alcance Con Estrellamiento,"25.730639, -100.163149"
2021-01-23,Domingo,11:55:00,Alcance Con Estrellamiento,"25.763975, -100.126072"
2021-01-23,Domingo,13:50:00,Alcance Con Estrellamiento,"25.783854, -100.189476"
2021-01-25,Lunes,15:00:00,Lateral,"25.744318, -100.203336"
2021-01-26,Martes,06:00:00,Alcance Con Estrellamiento,"25.762845, -100.182839"
2021-01-26,Martes,05:15:00,Alcance Con Estrellamiento,"25.76794, -100.165917"
2021-01-26,Martes,12:00:00,Caida De Persona,"25.779969, -100.175018"
2021-01-26,Martes,08:15:00,Lateral,"25.768087, -100.198543"
2021-01-26,Martes,11:30:00,Lateral,"25.809107, -100.211799"
2021-01-26,Martes,08:40:00,Atropello,"25.803284, -100.224067"
2021-01-26,Martes,15:00:00,De Frente,"25.737537, -100.192847"
2021-01-26,Martes,14:20:00,Alcance Con Estrellamiento,"25.77828, -100.183769"
2021-01-26,Martes,16:50:00,Alcance,"25.784425, -100.239241"
2021-01-27,Miercoles,14:50:00,Diverso,"25.701592, -100.131669"
2021-01-27,Miercoles,16:30:00,Alcance,"25.786828, -100.152547"
2021-01-27,Miercoles,19:30:00,Lateral,"25.762031, -100.206972"
2021-01-27,Miercoles,22:37:00,Lateral,"25.797799, -100.202034"
2021-01-27,Miercoles,02:15:00,Estrellamiento Con Huida,"25.747958, -100.201422"
2021-01-27,Miercoles,03:28:00,Alcance Con Estrellamiento,"25.762834, -100.182953"
2021-01-28,Jueves,06:30:00,Lateral Con Proyeccion,"25.777165, -100.183978"
2021-01-28,Jueves,08:00:00,Alcance,"25.764757, -100.178597"
2021-01-28,Jueves,09:15:00,S/D,"25.819933, -100.22095"
2021-01-28,Jueves,14:00:00,Lateral,"25.77906, -100.255003"
2021-01-28,Jueves,18:00:00,De Reversa,"25.784333, -100.237818"
2021-01-29,Viernes,07:00:00,Alcance,"25.783033, -100.16508"
2021-01-29,Viernes,12:00:00,Alcance Con Estrellamiento,"25.716731, -100.131296"
2021-01-29,Viernes,16:20:00,Lateral,"25.753239, -100.179813"
2021-01-29,Viernes,17:30:00,De Frente,"25.778906, -100.253367"
2021-01-31,Domingo,00:50:00,Salida De Superficie De Rodamiento,"25.763088, -100.182871"
2021-01-31,Domingo,12:30:00,Alcance Con Estrellamiento,"25.767542, -100.256213"
2021-01-31,Domingo,11:46:00,Crucero,"25.758509, -100.159062"
2021-01-31,Domingo,16:00:00,Alcance Con Estrellamiento,"25.816858, -100.243316"
2021-01-31,Domingo,22:12:00,Alcance,"25.70148, -100.131775"
2021-02-01,Lunes,01:05:00,Exceso De Velocidad,"25.762845, -100.182839"
2021-02-01,Lunes,01:50:00,Exceso De Velocidad,"25.79053, -100.261346"
2021-02-01,Lunes,11:30:00,No Guardo Distancia,"25.719596, -100.167571"
2021-02-01,Lunes,15:00:00,Falta De Precaucion,"25.791068, -100.181371"
2021-02-01,Lunes,22:00:00,Falta De Precaucion,"25.776639, -100.186147"
2021-02-02,Martes,12:40:00,No Guardo Distancia,"25.830111, -100.235179"
2021-02-02,Martes,18:52:00,Falta De Precaucion,"25.760157, -100.164869"
2021-02-02,Martes,16:00:00,Falta De Precaucion,"25.760417, -100.174586"
2021-02-02,Martes,23:50:00,No Guardo Distancia,"25.770013, -100.263884"
2021-02-03,Miercoles,10:00:00,Invasion De Carril,"25.786339, -100.223826"
2021-02-03,Miercoles,08:30:00,Falta De Precaucion,"25.706209, -100.13379"
2021-02-03,Miercoles,16:05:00,Falta De Precaucion,"25.74665, -100.193948"
2021-02-03,Miercoles,18:05:00,No Guardo Distancia,"25.776617, -100.18614"
2021-02-03,Miercoles,18:50:00,Falta De Precaucion,"25.796822, -100.226992"
2021-02-03,Miercoles,22:30:00,No Guardo Distancia,"25.757097, -100.247885"
2021-02-04,Jueves,06:00:00,Falta De Precaucion,"25.702335, -100.144351"
2021-02-04,Jueves,08:45:00,Falta De Precaucion,"25.785467, -100.188255"
2021-02-04,Jueves,16:30:00,Falta De Precaucion,"25.780381, -100.175268"
2021-02-05,Viernes,00:40:00,Giro Indebido,"25.776822, -100.247431"
2021-02-05,Viernes,03:00:00,Falta De Precaucion,"25.780146, -100.250059"
2021-02-05,Viernes,03:50:00,Falta De Precaucion,"25.76295, -100.183032"
2021-02-05,Viernes,09:00:00,No Guardo Distancia,"25.78295, -100.165613"
2021-02-05,Viernes,10:40:00,No Guardo Distancia,"25.753105, -100.198892"
2021-02-05,Viernes,09:00:00,No Guardo Distancia,"25.827623, -100.227854"
2021-02-05,Viernes,11:40:00,Falta De Precaucion,"25.777235, -100.185372"
2021-02-05,Viernes,12:30:00,Falta De Precaucion,"25.756383, -100.18117"
2021-02-05,Viernes,13:35:00,Falta De Precaucion,"25.740913, -100.15887"
2021-02-06,Sabado,01:00:00,No Guardo Distancia,"25.773918, -100.265628"
2021-02-06,Sabado,15:00:00,Falta De Precaucion,"25.777197, -100.1854"
2021-02-06,Sabado,16:50:00,Falta De Precaucion,"25.784699, -100.248818"
2021-02-06,Sabado,19:50:00,No Guardo Distancia,"25.809124, -100.211868"
2021-02-06,Sabado,23:40:00,Falta De Precaucion,"25.75455, -100.160651"
2021-02-06,Sabado,11:30:00,Falta De Precaucion,"25.776676, -100.257311"
2021-02-07,Domingo,16:30:00,Falta De Precaucion,"25.83063, -100.245038"
2021-02-07,Domingo,21:30:00,No Guardo Distancia,"25.800527, -100.24856"
2021-02-08,Lunes,16:35:00,Falta De Precaucion,"25.778507, -100.181086"
2021-02-08,Lunes,21:15:00,Falta De Precaucion,"25.714891, -100.157589"
2021-02-08,Lunes,21:30:00,Falta De Precaucion,"25.773884, -100.247807"
2021-02-09,Martes,06:35:00,No Guardo Distancia,"25.771316, -100.193239"
2021-02-09,Martes,11:20:00,Falta De Precaucion,"25.760847, -100.208324"
2021-02-10,Miercoles,16:15:00,Falta De Precaucion,"25.794436, -100.235855"
2021-02-10,Miercoles,19:00:00,Falta De Precaucion,"25.786157, -100.190933"
2021-02-10,Miercoles,21:00:00,No Guardo Distancia,"25.784679, -100.248809"
2021-02-10,Miercoles,03:30:00,Falta De Precaucion,"25.714012, -100.159791"
2021-02-11,Jueves,06:35:00,Falta De Precaucion,"25.702059, -100.142652"
2021-02-11,Jueves,10:10:00,No Guardo Distancia,"25.767267, -100.191758"
2021-02-11,Jueves,09:40:00,No Guardo Distancia,"25.774987, -100.205993"
2021-02-11,Jueves,09:00:00,Falta De Precaucion,"25.78038, -100.188343"
2021-02-11,Jueves,13:40:00,No Guardo Distancia,"25.830671, -100.244973"
2021-02-11,Jueves,10:10:00,Falta De Precaucion,"25.814502, -100.244883"
2021-02-11,Jueves,15:10:00,Falta De Precaucion,"25.76307, -100.182924"
2021-02-11,Jueves,17:30:00,Falta De Precaucion,"25.779905, -100.175167"
2021-02-11,Jueves,12:00:00,Falta De Precaucion,"25.815747, -100.245223"
2021-02-12,Viernes,18:10:00,Falta De Precaucion,"25.777881, -100.213708"
2021-02-13,Sabado,08:48:00,Falta De Precaucion,"25.748728, -100.226029"
2021-02-13,Sabado,09:23:00,Falta De Precaucion,"25.762952, -100.182921"
2021-02-13,Sabado,19:50:00,No Seder El Paso A Vehiculo,"25.722837, -100.188616"
2021-02-13,Sabado,12:00:00,Falta De Precaucion,"25.754076, -100.167217"
2021-02-14,Domingo,00:45:00,Giro Indebido,"25.807302, -100.218413"
2021-02-14,Domingo,11:49:00,No Guardo Distancia,"25.729096, -100.175455"
2021-02-14,Domingo,15:50:00,Falta De Precaucion,"25.783853, -100.224652"
2021-02-15,Lunes,07:29:00,No Guardo Distancia,"25.834351, -100.139665"
2021-02-15,Lunes,16:40:00,Falta De Precaucion,"25.769394, -100.230299"
2021-02-15,Lunes,16:00:00,Falta De Precaucion,"25.714408, -100.18266"
2021-02-15,Lunes,20:00:00,No Guardo Distancia,"25.753718, -100.236402"
2021-02-15,Lunes,15:00:00,No Guardo Distancia,"25.729827, -100.147065"
2021-02-17,Miercoles,15:00:00,Falta De Precaucion,"25.797759, -100.229368"
2021-02-17,Miercoles,15:56:00,Falta De Precaucion,"25.767108, -100.191369"
2021-02-17,Miercoles,18:45:00,No Seder El Paso A Vehiculo,"25.708946, -100.13244"
2021-02-18,Jueves,09:30:00,Falta De Precaucion,"25.723564, -100.140605"
2021-02-18,Jueves,08:40:00,No Guardo Distancia,"25.744033, -100.152419"
2021-02-18,Jueves,12:00:00,No Guardo Distancia,"25.77237, -100.192511"
2021-02-19,Viernes,06:50:00,No Guardo Distancia,"25.767125, -100.191598"
2021-02-19,Viernes,14:30:00,No Guardo Distancia,"25.736966, -100.207578"
2021-02-19,Viernes,19:00:00,Falta De Precaucion,"25.748008, -100.201319"
2021-02-20,Sabado,08:40:00,Falta De Precaucion,"25.736984, -100.207608"
2021-02-20,Sabado,13:50:00,Falta De Precaucion,"25.795822, -100.175486"
2021-02-20,Sabado,14:40:00,Falta De Precaucion,"25.777267, -100.185449"
2021-02-20,Sabado,20:00:00,No Guardo Distancia,"25.705096, -100.157975"
2021-02-20,Sabado,20:27:00,No Guardo Distancia,"25.737077, -100.188507"
2021-02-22,Lunes,06:55:00,Falta De Precaucion,"25.763799, -100.193288"
2021-02-22,Lunes,07:30:00,Falta De Precaucion,"25.767102, -100.21166"
2021-02-22,Lunes,09:08:00,No Guardo Distancia,"25.829592, -100.231686"
2021-02-22,Lunes,09:15:00,Falta De Precaucion,"25.824505, -100.227019"
2021-02-22,Lunes,20:00:00,No Guardo Distancia,"25.783786, -100.224567"
2021-02-23,Martes,01:30:00,Falta De Precaucion,"25.712228, -100.169831"
2021-02-23,Martes,06:00:00,No Guardo Distancia,"25.701457, -100.131581"
2021-02-23,Martes,10:00:00,Falta De Precaucion,"25.733302, -100.198681"
2021-02-24,Miercoles,00:33:00,Falta De Precaucion,"25.747353, -100.174088"
2021-02-24,Miercoles,08:20:00,No Guardo Distancia,"25.747949, -100.201342"
2021-02-24,Miercoles,09:10:00,No Guardo Distancia,"25.784358, -100.160667"
2021-02-24,Miercoles,11:10:00,Falta De Precaucion,"25.797889, -100.156812"
2021-02-24,Miercoles,20:00:00,Falta De Precaucion,"25.745078, -100.176877"
2021-02-25,Jueves,08:00:00,No Guardo Distancia,"25.763799, -100.193288"
2021-02-25,Jueves,10:00:00,Falta De Precaucion,"25.767125, -100.191598"
2021-02-25,Jueves,17:00:00,No Guardo Distancia,"25.766665, -100.265828"
2021-02-25,Jueves,22:00:00,Falta De Precaucion,"25.748382, -100.226073"
2021-02-26,Viernes,14:30:00,No Guardo Distancia,"25.774459, -100.189239"
2021-02-26,Viernes,18:40:00,Falta De Precaucion,"25.779907, -100.174905"
2021-02-27,Sabado,17:20:00,No Guardo Distancia,"25.779914, -100.175169"
2021-02-27,Sabado,00:30:00,No Guardo Distancia,"25.784774, -100.253671"
2021-02-27,Sabado,02:20:00,Falta De Precaucion,"25.784954, -100.24309"
2021-02-27,Sabado,07:00:00,Falta De Precaucion,"25.762134, -100.207032"
2021-02-27,Sabado,07:50:00,No Guardo Distancia,"25.733312, -100.198728"
2021-02-27,Sabado,11:40:00,Falta De Precaucion,"25.819897, -100.221001"
2021-02-27,Sabado,11:41:00,Falta De Precaucion,"25.7479, -100.201409"
2021-02-27,Sabado,16:00:00,No Guardo Distancia,"25.714233, -100.167205"
2021-02-27,Sabado,15:40:00,No Guardo Distancia,"25.737092, -100.20746"
2021-02-27,Sabado,18:50:00,No Guardo Distancia,"25.777349, -100.226542"
2021-02-27,Sabado,21:40:00,No Guardo Distancia,"25.702554, -100.145895"
2021-02-28,Domingo,15:40:00,No Guardo Distancia,"25.712003, -100.135654"
2021-02-28,Domingo,17:35:00,No Guardo Distancia,"25.770449, -100.265204"
2021-03-01,Lunes,20:50:00,Alcance,"25.714822, -100.155709"
2021-03-02,Martes,12:00:00,De Frente,"25.782431, -100.25458"
2021-03-03,Miercoles,19:50:00,De Reversa,"25.803339, -100.169652"
2021-03-04,Jueves,08:30:00,Lateral,"25.740956, -100.158813"
2021-03-04,Jueves,02:00:00,Alcance,"25.798067, -100.202267"
2021-03-04,Jueves,21:00:00,Alcance,"25.757616, -100.196178"
2021-03-04,Jueves,19:00:00,Alcance,"25.772266, -100.192406"
2021-03-04,Jueves,23:00:00,Lateral,"25.738279, -100.206423"
2021-03-04,Jueves,07:05:00,Salida De Superficie De Rodamiento,"25.734014, -100.151755"
2021-03-05,Viernes,09:00:00,Crucero,"25.770444, -100.265271"
2021-03-05,Viernes,08:50:00,Alcance,"25.790551, -100.248781"
2021-03-05,Viernes,20:30:00,Alcance Con Estrellamiento,"25.770478, -100.265193"
2021-03-05,Viernes,14:00:00,Diverso,"25.802483, -100.226901"
2021-03-05,Viernes,15:30:00,Diverso,"25.779564, -100.177476"
2021-03-06,Sabado,01:10:00,Alcance,"25.771494, -100.114924"
2021-03-07,Domingo,12:00:00,Estrellamiento Con Volcadura,"25.756977, -100.12846"
2021-03-07,Domingo,18:50:00,Estrellamiento Con Huida,"25.715098, -100.158047"
2021-03-08,Lunes,06:10:00,Alcance Con Estrellamiento,"25.782981, -100.165199"
2021-03-08,Lunes,19:40:00,Alcance,"25.780293, -100.188509"
2021-03-08,Lunes,21:48:00,Alcance,"25.814828, -100.227529"
2021-03-08,Lunes,22:30:00,Lateral,"25.748372, -100.201439"
2021-03-09,Martes,02:50:00,De Frente,"25.81981, -100.221233"
2021-03-09,Martes,07:03:00,Lateral,"25.714266, -100.167148"
2021-03-09,Martes,05:20:00,Crucero,"25.783288, -100.192534"
2021-03-10,Miercoles,07:10:00,Alcance,"25.77676, -100.231835"
2021-03-10,Miercoles,08:00:00,Alcance,"25.772504, -100.260807"
2021-03-10,Miercoles,19:50:00,Alcance,"25.78391, -100.224619"
2021-03-10,Miercoles,22:01:00,Crucero,"25.788076, -100.248931"
2021-03-11,Jueves,01:05:00,Salida De Superficie De Rodamiento,"25.751277, -100.143226"
2021-03-12,Viernes,03:20:00,Alcance,"25.772501, -100.260834"
